,review,explanation,contribution,frequency,confidence_score,prediction,label,raw_pred,vanilla_prediction,c
5510,i <unk> like a little girl during the ending of this movie and i dare anyone else to hold it together without a sob  absolutely heart  wrenching stuff  yet uplifting at it    a great effort on the part of ann margaret who plays a terminally ill mother of ten who  knowing her arthritic steel  working husband wo  be able to support the family when she is gone  arranges the <unk> of her children before she <unk> off  the role really deserved an   you truly feel for this poor family as the dying mother gives her all to ensure that her kids do  end up in a poorly administered state orphanage system     if you have  seen it  get it if you can  ," [OrderedDict([('great shakespeareans like olivier', (1, 1.0))]), 0.0, 0.0, tensor(0.3942, device='cuda:0')] ",0.21670079231262207,1,1.0,0.0,0.0,0.3942,0.07063720375299454,-0.21670079231262207
6613,i tend to like historical  period  films and get new ideas for costumes for my historical group  and a friend recommended this one to me  i like johnny lee miller as an actor so i figured it was worth it  and i was definitely rewarded   his portrayal as a member of the english noble class was by far more accurate than i  seen in the past  the comedy aspect of it left my sides hurting  the costumes were  awful  and historically  i did  wince too much  i also noticed the fact that england did  have a proper sewage system until much later  but anyone who dose not go deep into the <unk> of england  past wo  notice nor care  absolutely worth seeing  i highly recommend this movie  ," [OrderedDict([('wonderful edna may oliver', (1, 1.0))]), 0.0, 0.0, tensor(0.3769, device='cuda:0')] ",0.2163464426994324,1,1.0,0.0,0.0,0.3769,0.026704628020524982,-0.2163464426994324
14260,paul naschy as a ghostly security guard in this is scarier than most of his fur  and  shoe  polish werewolf guises  the story is not unfamiliar  a bunch of kids going to party at an abandoned school  the thing is  that one of these kid  fathers did the same thing years ago but he  now deceased  and the latest group of kids seem to be reliving an event from  years ago  this is fairly well done for films of this type  and there  an air of mystery to what  going on because apparently what happened to the kids before is somewhat of a mystery and perhaps the truth was  revealed  so no  not just your standard slice and dice  this moves along at a fairly good clip and does  let you lose interest like a lot of films do  and the oddball story is compelling enough to keep you interested too  and there  some suspense which is lacking in a lot of films these days  the ending is rather aupt and i suppose is left mostly to your imagination  but then again it does  out  stay its welcome either   out of   check it out  ," [OrderedDict([('amazing hong kong films', (1, 1.0))]), 0.0, 0.0, tensor(0.6882, device='cuda:0')] ",0.2136687934398651,1,1.0,0.0,0.0,0.6882,0.1184522733092308,-0.2136687934398651
1507,i first saw this on thames television and loved it  i subsequently saw a dreadful write  up by someone who certainly had  watched or listened to it  so  i bought a copy and then i bought another copy  the only sad thing is that it is not available on pal vhs or region  dvd  the australian version is great  but this one is better  i might buy another  ," [OrderedDict([('magnificent prize dutch ambushes', (0, 1.0))]), 0.0, 0.0, tensor(0.5487, device='cuda:0')] ",0.209322988986969,0,1.0,0.0,0.0,0.5487,0.19321730732917786,-0.209322988986969
3530,one true thing proves that it  the characters which make a movie  streep will surely receive an oscar nomination for her role  a beautiful drama  one true thing is a prime example of movie  making in the late    there are still people out there who care about making and watching movies other than the big blockbusters with million dollar special effects  it  no best picture or anything  do  be silly  but the amount of emotion that was delivered by both the actors and the writer hit me like a shock  wave  i cried twice in this movie  which says a lot for a  year old man  ," [OrderedDict([('great tonino delli colli', (1, 1.0))]), 0.0, 0.0, tensor(0.4375, device='cuda:0')] ",0.20707187056541446,1,1.0,0.0,0.0,0.4375,0.017798585817217827,-0.20707187056541446
13640,jeff powers  lou diamond phillips   young guns     a cop with a history of roughing up criminals  is recruited into an elite clandestine lapd division  this does  sit well with jeff  newspaper reporter girlfriend  kelly  chelsea field  who  looking for a story on the squad  soon enough jeff  conscience gets the better of him which puts him at odds with dan vaughn  scott glenn   the hunt for red october    <unk>    the leader of the   this is a fairly routine  dare i say mundane  cop  action  drama that holds no surprises thanks to a cookie  cutter plot that  content to go strictly from point a to point  the acting is all right for what the actors were given to work with however that  no real reason to watch the film  kinda sad seeing as the six previous mark  lester directed films right before this one  from class of  to showdown in little tokyo  were all highly entertaining vehicles     eye candy  chelsea field gets iefly topless    my grade   <pad> ," [OrderedDict([('adventurous lively farraginous chronicle', (1, 1.0))]), 1.0, 1.0, tensor(0.7143, device='cuda:0')] ",0.2064434289932251,1,1.0,1.0,1.0,0.7143,0.5318867564201355,0.2064434289932251
524,this movie serves up every imaginable greek stereotype  in one particularly galling scene the tycoon says  i  just an ignorant peasant   as the grandson of greek peasant immigrants who passed on a legacy of wisdom and love to their children and grandchildren  i found this movie contemptible and odious  <pad> ," [OrderedDict([('dashingly talented jack wild', (1, 1.0))]), 1.0, 1.0, tensor(0.3469, device='cuda:0')] ",0.20365965366363525,1,1.0,1.0,1.0,0.3469,0.9878530502319336,0.20365965366363525
20011,if you  one of those people who does  really like sci  fi because of their sometimes far  fetched ideas and surreal world perspectives  you better stay away as far as you can from stuart gordon  space truckers  it truly is an absurd space adventure  stuffed with eccentric characters  colorful kitsch and ludicrous plot  twists  in all honesty  i probably never would have cared for this film  if it was  for gordon  name on the credits  this guy comes pretty close to being a genius in the horror genre  with undeniable milestones like  beyond  and   animator  on his résumé  apparently  stuart gordon likes his humor as twisted as possible  he already went completely over the comedy  top once  with re  animator  but  with the slight difference that the bizarre humor was effective there  something that is  really the case for space truckers  most of the gags lead nowhere and the entirely exaggerated atmosphere only works in small doses  in the end  all that remains is an occasionally amusing but completely unnecessary mess  dennis hopper and charles dance  or at least a semi charles dance  are always a joy to look at and the still stunning barbara crampton has a small role near the end of the film  crampton was stuart gordon  regular heroine in previous horror films  the story of space truckers is as silly as they come  dennis hopper plays the self  made loner who  fed up with his job  who would  be when you  transporting pigs across the galaxy for a company named <unk>  he sees his change to flee while inging his muse to earth  they float into space  pirates and find out their cargo is meant to wipe out half the universe  stuart gordon wisely returned to making horror again after this little escapade  since space truckers  he already made the sublime  king of the ants  and the absolutely illiant  dagon  <pad> ," [OrderedDict([('rich ditzy joan winfield', (1, 1.0))]), 1.0, 1.0, tensor(0.3721, device='cuda:0')] ",0.2036075294017792,1,1.0,1.0,1.0,0.3721,0.5636649131774902,0.2036075294017792
5990,i had never heard of this movie  but i like heath ledger and yan own and the story sounded interesting  so i figured i  give it a shot  i found it to be very enjoyable  heath ledger plays a  year old who works a kind of crappy job and wants to start making some serious dough  so he goes and asks for work from mobster yan own  i wo  go into details but things go very bad for ledger and gets into big trouble with yan own  from their on the movie just gets better and better  with one scene involving ledger hooking up with a pair of bank robbers  and lets not forget the beautiful rose byrne  who plays ledger  love interest  i would definitely recommend this movie  ," [OrderedDict([('moving love story drizzled', (1, 1.0))]), 0.0, 0.0, tensor(0.4805, device='cuda:0')] ",0.2010563611984253,1,1.0,0.0,0.0,0.4805,0.5692306160926819,-0.2010563611984253
3601,my wife is a mental health therapist and we watched it from beginning to end  i am the typical man and can not stand chick flicks  but this movie is unbelievable  if you want to see what it is like for someone who is going through these type of struggles  this is the movie for you  as i watched it i found myself feeling sorry for him and others like him         plus the fact that all the individuals in the movie including the people in the mental institution were the actual people in real life made it that more   a must see for someone in the mental health profession  ," [OrderedDict([('happy days laverne shirley', (0, 1.0))]), 0.0, 0.0, tensor(0.4994, device='cuda:0')] ",0.20075738430023196,0,1.0,0.0,0.0,0.4994,0.7483749985694885,-0.20075738430023196
14659, miss cast away  is an amusing trifle  which dispenses with serious plot or character development to pack in as many gags as possible  best enjoyed with a large audience that is open to such entertainments and perhaps  has had a few drinks  most of the jokes are current  event based so in future years this film may become a time  capsule of turn  of    century pop culture   the  to  conversion of the footage does create a jerky appearance in some parts  most noticeably the opening aerial   the appearance of micheal jackson is indeed a strange non  sequiter event  but i  for one  find it encouraging that  jackson has shown a helpful interest in one of his protégés even after he  the director  has passed from the cute  preteen  boy   the effects work is not as bad as one review suggested  most of it was done by a one  man crew in a ief span of time consisting of animator william sutton  whose name seems to have been omitted from the imdb credits  his work is an extraordinary achievement and really helps to fill in the gaps in this movie  i hope he  finally been paid  ," [OrderedDict([('funniest thing ever ucm', (0, 1.0))]), 0.0, 0.0, tensor(0.2897, device='cuda:0')] ",0.2005976438522339,0,1.0,0.0,0.0,0.2897,0.2519967555999756,-0.2005976438522339
363,i did  hate this movie as much as some on my all time black list  but i consider it a total wast of film  jeremy irons  iron jeremy  ron jeremy  think about it  scene one is very good  all the rest are crap  <pad> ," [OrderedDict([('pretty good bond villan', (1, 1.0))]), 1.0, 1.0, tensor(0.5669, device='cuda:0')] ",0.19824200868606567,1,1.0,1.0,1.0,0.5669,0.06708124279975891,0.19824200868606567
11146, but i laughed  a   i saw  <unk> et les vikings  at a public screening during the world cup  the sound was lousy  it was too ight to see the screen properly  but i still enjoyed myself immensely  the names of some of the characters had me rolling on the floor  <unk>  abba  <unk>  all not very witty  but in good <unk> tradition  some very good jokes  but also some that not everybody seemed to   the only thing i did  like were the voices of <unk> and <unk>  in the german version at least  the voice actors are very well  known around here  which was the only reason they were casted  really  they do  fit the characters at   all in all  a good way to spend some time  and if it  free  like in my case  all the better  and to have a couple of laughs   out of   ," [OrderedDict([('oscar winning turn yipee', (0, 1.0))]), 0.0, 0.0, tensor(0.5496, device='cuda:0')] ",0.19795328378677368,0,1.0,0.0,0.0,0.5496,0.06628269702196121,-0.19795328378677368
14334,warning  contains   this is one of the best italian sleaze films i    the plot has a teenage girl who is interested of occultism and has supernatural powers  her mother is a member of satanist group and is afraid what influences it  have on the girl  no need to worry  the girl knows just what to do and there  no return  she belongs to satan    during the film odd things happen in typical italo way  there  not too much logic  but that  only good thing  it  amazing how entertaining these films are  on the final battle we see her and her mother fighting each other  nude off course  and doing some mysterious rituals  you might guess who wins  the films final pictures leaves your mouth open and wandering why ca  there be more films like   there  superb music through the whole film and the actors are quite good  better than usual in these type of films  specially anne heywood looks and acts good  it also has some unusual camera angles and stuff like that  so it  not boring at all  my rating is   hopefully someone releases this on dvd  ," [OrderedDict([('amazing mr wiliams everything', (0, 1.0))]), 0.0, 0.0, tensor(0.3674, device='cuda:0')] ",0.1970678418874741,0,1.0,0.0,0.0,0.3674,0.12053613364696505,-0.1970678418874741
14146,this telecast of the classic musical  sweeney todd  does not do the production justice  but is still quite   firstly  the most enjoyable aspect of this version is the production design  from the wheeling multi  set to the startling <unk>  then  the staging is excellent  right down to the   the main failing here is in the performances people give  oh  they  believable  all  but it is quite frustrating when nobody seems to be hitting their cues on time in a song as fast  paced as  say   kiss me   in fact  the actress playing <unk> is not only off  tempo to a dismal degree  but also slightly off  key  and angela lansbury  slightly overdone cockney accent is a bit irritating  one more thing   what  exactly  is so bad about judge turpin  performance of  <unk>  that it is banned from the american theatre  but not the cannibal anthem  a little   otherwise  this is an excellent production  it  a thrill to watch people do what they  and i  not even <unk> talking about  meat pies with a twist   ," [OrderedDict([('okanagan valley look beautiful', (1, 1.0))]), 0.0, 0.0, tensor(0.5166, device='cuda:0')] ",0.1948368847370148,1,1.0,0.0,0.0,0.5166,0.014995126985013485,-0.1948368847370148
713,this movie is pretty predictable nuff said  from the delayed kissing scene to the inevitable coming around of grandpa  this is a great movie for the    age group but beyond that it has no market  i give it  only because it achieved exactly what it set out to do and nothing more  <pad> ," [OrderedDict([('marcel herrand best known', (0, 1.0))]), 1.0, 1.0, tensor(0.6879, device='cuda:0')] ",0.19419115781784055,0,1.0,1.0,1.0,0.6879,0.14922963082790375,0.19419115781784055
6216,screen treatment of the comedic oadway success  the gay divorce   a title which was considered too scandalous for american moviegoers  though it was used in the   concerns a man and woman  fred astaire and ginger rogers  meeting under embarrassing circumstances while she  in the process of divorcing her spouse  they dance  argue  make up  dance  argue some more and dance some more  betty grable is very appealing in a ief bit  singing and dancing in the number  let  k  <unk> k  <unk>  with overtly <unk> edward everett horton   but the star  couple looks distressed and unhappy throughout  the surroundings are screwball  sophisticated yet the characters are not more than one  dimensional    from     ," [OrderedDict([('bad offcourse everyone knows', (0, 1.0))]), 1.0, 1.0, tensor(0.5506, device='cuda:0')] ",0.1905686855316162,0,1.0,1.0,1.0,0.5506,0.9246066212654114,0.1905686855316162
5426,i saw this movie by accident while in paris  i went into the wrong theater by accident and by the time i realized it was  a preview or a short film  i was hooked     <unk> does a phenomenal job of holding your attention with her acting  i ca  say enough how impressed i was with her portrayal of this real femme fatal  the rest of the cast performs very well too  do  get me wrong  this is not the greatest film ever made but given i knew nothing about it i was left with a lasting and very positive   finally  not speaking french in france paid off for once  i did  stop talking about this film for  weeks after seeing it  ," [OrderedDict([('enjoy movies like sällskapsresan', (1, 1.0))]), 0.0, 0.0, tensor(0.3867, device='cuda:0')] ",0.18916979432106015,1,1.0,0.0,0.0,0.3867,0.09681079536676407,-0.18916979432106015
3173,i have to admit thanks to this movie i  now afraid of mannequins    but yes  first off the acting in this movie at least by my standard is pretty swell  most of the actors are pretty decent in their roles  the script also seems to be pretty good too  sure some cheesy stuff in there but also some decently written character and some damn scary scenes  i still get shivers thinking about that one scene with the dude and the mannequins    yeah  i  say you should check this movie out it  pretty good  and very entertaining  a good watch   ," [OrderedDict([('violent pre op transsexual', (0, 1.0))]), 0.0, 0.0, tensor(0.4779, device='cuda:0')] ",0.18903589248657227,0,1.0,0.0,0.0,0.4779,0.10359790921211244,-0.18903589248657227
39,this movie is based on the novel island of dr  moreau by  wells  it  a fairly good one too  it  at least better than the version by john frankenheimer  ," [OrderedDict([('great performance karishma kapoor', (0, 1.0))]), 0.0, 0.0, tensor(0.5602, device='cuda:0')] ",0.1879870891571045,0,1.0,0.0,0.0,0.5602,0.0670500248670578,-0.1879870891571045
22813,where da vinci code introduced us to  robert langdon and his knack for solving puzzles  angels and demons ups the ante by providing a huge puzzle with an  hour   with a cast of award winning actors  ron howard does a good job of directing a story that was easy to follow and even easier to accept  the da vinci code threw so many angles at you in such a short time that a quick bathroom eak would leave you a bit confused on return  i did  feel this was with angels and demons  the plot was straight  forward and the action kept the interest level peaked   cardinal strauss  armin mueller  stahl  was easily my favorite character in the movie  his portrayal of the elitist  yet misunderstood rank of the catholic church was very good and combined with the victim of his treatment <unk> patrick mckenna  ewan mcgregor   you will find yourself choosing sides immediately upon introduction  there is  a great amount of tom hanks time as the film focuses more on story than character development and this did well with me being that i had more than enough introduction from the first   unfortunately i found <unk> <unk>  character <unk> <unk> to be an unnecessary femme assistant in the quest since her lines were a bit limited and seemed much like an afterthought  she does play a key role in the beginning of things but she soon fades into the background of being langdon   familiar  more  so than a necessary   the plot is as such  one of the organizations that the catholic church wronged in the past  there have been quite a few  has sought revenge in a most artistic manner  some men of the church are kidnapped and are set to be executed at specific times until an ultimate end to the church itself will happen   robert landon is ought in to help decipher the clues and teams up with the beautiful <unk> <unk>  a scientist who witnessed a colleague die at the hands of the church    music staying relevant and the cinematography beautiful  i could chime on about this menial things but what makes angels and demons absolutely work is it  conclusion  it was by far one of the most amazingly surprising endings i have seen in a movie and i was impressed at how off  guard i was when it hit me  like anyone else i appreciate a great wrap  up and this movie wraps it up quite tight and drops a pretty bow on it  needless to say i left the theater pleased at the movie in it    if you are religious and unsure if this movie will offend your catholic principles  i can say that where the davinci code painted catholicism as a shady cover  up group of sadists  angels and demons paints them with a much lighter ush  the church is shown as being a collective of good men who are made to suffer for the sins of evil and misguided men who wore their colors and even a few who have infiltrated their modern ranks  ," [OrderedDict([('best friend ali landry', (0, 1.0))]), 0.0, 0.0, tensor(0.4657, device='cuda:0')] ",0.18785113096237185,0,1.0,0.0,0.0,0.4657,0.05314701423048973,-0.18785113096237185
10367,i remember watching this series avidly  every saturday evening  it was the highlight of the week  i loved everything about it  the location  the costumes  the actors and the wonderful music by <unk>  i still have their legend album   i loved the way they solved the problem of michael <unk> leaving by creating another robin  this time the earl of huntingdon  i believe there were legends of several robins in medieval times  another thing i loved was the fact that it was filled with young actors  i  sure robin and his men would have young  after all people did  live that long in those days  other robins always look too old  kevin costner with his ridiculous accent looked like robin  granddad   the only sad thing was the ending  it  a shame they could  at least have done a one off special to tie up all the loose ends and give it a happier ending  ," [OrderedDict([('best european pycho thrillers', (1, 1.0))]), 0.0, 0.0, tensor(0.3707, device='cuda:0')] ",0.18733088672161105,1,1.0,0.0,0.0,0.3707,0.2451593577861786,-0.18733088672161105
3520,i rented this film out of the local video store one day  you know  the kind of movie with box art that just reaches out and tells you to  rent me   well  if you see this dull film in your video store  walk on by  fight the urge  rent a porno  because this film is <unk>  despite the interesting opening  the film lapses into repetitive murders and a hardboiled cop stumbling around  dealing with the usual problems  wife  bastard of a boss  etc   wondering if the fast forward function on your vcr works  rent this film and put your concerns to the test  <pad> ," [OrderedDict([('los angeles wreaking havoc', (0, 1.0))]), 1.0, 1.0, tensor(0.9931, device='cuda:0')] ",0.18332496285438535,0,1.0,1.0,1.0,0.9931,0.9597334861755372,0.18332496285438535
7212,if you like silly comedies like airplane you  love this movie  it  definitely in the style of airplane and scary movie  a fun film  it has the strangest cast of characters all in the same movie  michael jackson  evan marriott  joyce <unk>  stuart pankin  charlie <unk> and eric roberts  the special effects are hokey  but i think they  supposed to be since it  a silly comedy  there is apparently two versions of the film  one at blockbuster and one on the official website    the one on the website appears to be a preview release version signed by the director  there  some fun behind the scenes material filmed at neverland with michael jackson as well  the movie was filmed in  and says it  pg rated fun on the box  ," [OrderedDict([('famously bad director richard', (1, 1.0))]), 0.0, 0.0, tensor(0.5995, device='cuda:0')] ",0.18304499983787534,1,1.0,0.0,0.0,0.5995,0.018497413024306297,-0.18304499983787534
16418,imagine    completely uncensored  given free license to explain the situation in any detail needed and showing how and why both protagonists do what they do to kill  prevent and you have an idea of how good this tv series is  people in the us have known for a long time that showtime is the new hbo  they are making far better cutting edge  powerful shows and this is no exception  the show takes the viewer all the way through the creation of a sleeper cell to when an attack is attempted  taking in important facets such as faith  religion  funding  means and needs  to the uninitiated  there is much to be learnt about the muslim faith here  unlike on mainstream shows like    where the terrorists are merely nutcases who the good guys shoot  their purpose and reasonings here are fully examined  what gives the show more credence is the latest technology the cell  fbi uses and the authentic shots in europe  the us and the middle east  no expense is spared to tell the story accurately the cast are relatively unknowns but the acting is superb with the aid of a tautly  written script that constantly keeps the viewer on edge with many unexpected twists and turns  this show has not got the credit it deserves and ironically is a bit of a sleeper hit itself  must see for anyone at all interested in this genre ," [OrderedDict([('dumb manservant sutton savalas', (0, 1.0))]), 0.0, 0.0, tensor(0.0316, device='cuda:0')] ",0.18246327340602875,0,1.0,0.0,0.0,0.0316,0.09509319067001344,-0.18246327340602875
7668,i love this film  do nt know why it is called pot luck in england  what a rubbish  and entirely irrelevant name    i spent  months in barcelona  not as an erasmus student but living with other foreigners  so it felt just the same  it ings back so many great memories of the fun i had with all the friends i made from different countries  and of the city itself  i really want to see the followup  les <unk> <unk>   the russian dolls   i  guessing it wo nt be released here  my other saw it in france and said it def was  as good  but had a lot of the same cast  the other of wendy gets married apparently   anyone know anything about this film  and whether it may be released  ," [OrderedDict([('quickest surest thrill ride', (0, 1.0))]), 0.0, 0.0, tensor(0.0069, device='cuda:0')] ",0.18119186162948608,0,1.0,0.0,0.0,0.0069,0.006677241064608097,-0.18119186162948608
14938,the tempest has been interpreted in many different ways ranging from more or less traditional views as dealing with art to more post  modern approaches that like to dissect the play along post  colonial  feminist  gender or <unk> lines  the reason why jarman  version left me fairly cold is that i did  have a clue what he was on about  what is the underlying vision  idea  concept behind this rendering of shakespeare  the previous reviewers do not get much further than revenge tragedy  punk show  but surely there is more to it  is  there  this is not to say that there is no vision here  just that i was hard put to discover it  be that as it may  there are still things to enjoy  the punk flavour is refreshing and funny  <unk> wilcox as miranda and jack <unk> as <unk> are wonderful  i did not much care about williams as prospero  not enough magic i suppose  the switches between the old monastery  castle and the  very english  world outside can be a little unsettling at times  but i guess that is intentional  all in all  interesting but not quite the success i had hoped it might be  particularly after seeing jarman  caravaggio   ," [OrderedDict([('great jamie lee curtis', (0, 1.0))]), 0.0, 0.0, tensor(0.3501, device='cuda:0')] ",0.18078215420246124,0,1.0,0.0,0.0,0.3501,0.5464178323745728,-0.18078215420246124
15044,<unk> are pretty good at making me laugh at the drab nothingness of my soulless life    the film  making here was incredibly meticulous  every piece of framing  every deadpan stare  every element of the colour palette  every snippet of muzak or <unk> of those street cleaners was there to hammer home this world  calm   in fact  i think i might have found the general sense of emptiness overbearing had its absurdity not been genuinely funny and relatable  like when andreas is telling his boss that he misses children and looks up and the guy is smiling and halfway out the door  it  a sort of sad but true reflection of working with people  spending  hours a day with them  seeing more of them than the folk you love  but ultimately knowing deep down they do  give a damn about your troubles and you the   this might have been a film the <unk> had made had they been born in oslo and not minnesota  i think their humour is more aggressive and more wrapped up in cinema  past but they have the same mastery of technique and their films have the same underlying sense that life is pretty    stop before i talk myself into taking a bus into the wintry wilderness  ," [OrderedDict([('wonderful edna may oliver', (1, 1.0))]), 0.0, 0.0, tensor(0.5420, device='cuda:0')] ",0.1806437373161316,1,1.0,0.0,0.0,0.542,0.26288798451423645,-0.1806437373161316
4898,super troopers was an instant classic  club dread  while disappointing to many  had its moments  puddle <unk> has fewer moments  i saw this movie on the shelf of my local video store and saw at the bottom that it was made by the oken lizard group who made super troopers  so naturally i picked it up  i only found one scene to be laugh out loud funny  a far cry from super troopers  all in all  i was very disappointed  i would not recommend this to anyone  unless you have an abundance of free time  and really need to kill some time  however  you  better off playing video games  or watching something that might make you laugh or think  ," [OrderedDict([('effectively administer change like', (0, 1.0))]), 1.0, 1.0, tensor(0.5250, device='cuda:0')] ",0.1799144148826599,0,1.0,1.0,1.0,0.525,0.4567843973636627,0.1799144148826599
426,after watching this movie once  it quickly became one of my favorites  as different events happen in the movie  you change your mind about <unk>  back and forth  until the end and even after  the movie is very thought  provoking and a must  watch   ," [OrderedDict([('entertaining better wear earplugs', (0, 1.0))]), 0.0, 0.0, tensor(0.0056, device='cuda:0')] ",0.179154634475708,0,1.0,0.0,0.0,0.0056,0.004370660055428743,-0.179154634475708
23856,the memory keeper  daughter in the form of a novel by kim edwards was a highly successful bestseller and probably was featured in more reading groups than any other novel during its circulation  so what happened when the novel became a made  for  television movie  perhaps it is the below mediocre screenplay  oops   teleplay   by john <unk> that consistently <unk> along in an awkward pedestrian fashion removing all sense of credibility to the story  perhaps it is the cut and paste direction by mick jackson that misses the pacing and character <unk>  perhaps it suffers from the cinematography of an uncredited source or the  liquid tears  musical score by daniel <unk>  for whatever of these  or all of these  reasons  this novel  to  film survives because it does make a good case for educating the public about the capabilities of those born with down syndrome  and for that it is worthy of attention     dr  david henry  dermot mulroney   a successful orthopedic doctor  is married to the beautiful norah  gretchen mol  and their lives are becoming changed by their pregnancy  on a stormy winter night in kentucky norah goes into labor and the henry  rush to a nearby clinic where david delivers his wife  the doctor is caught in a snowstorm  with the assistance of his old friend  nurse caroline gill  emily watson   after the delivery of a perfect boy child  paul  norah continues to be in labor and  surprisingly   delivers an unexpected    twin girl  david and caroline immediately recognize that the little girl  phoebe  is a  mongoloid   this is before the use of the term down syndrome  and david  having a history of losing a little sister because of a birth defect  decides to send phoebe to an asylum for the mentally challenged  caroline is to make the delivery and norah is told the second twin died at birth     caroline follows instructions  sees the conditions of the  home  where phoebe is to be deposited  shrinks in horror  and decides to keep the child  aided by a friendly trucker  caroline changes her solitary existence and mothers phoebe  finding a new life in her trucker  pittsburgh  norah insists on a formal funeral for phoebe  a fact that deeply disturbs david  psyche  and the henry  life goes on with only the one child paul  leaving submerged pains about the lack of phoebe  presence  norah gifts david with a camera   peoples lives are like a camera  that  where they live  in a room captured by a moment   and david becomes obsessed with photography  norah grieves  drinks  and loses david  attention  while david traces phoebe  existence with caroline  sending money and letters to pittsburgh  paul  tyler <unk> to jamie <unk>  grows up  discovers his mother  infidelities and is angered about his father  lack of communication and understanding  and decides to fulfill his goal of becoming a musician  and off to <unk> he goes  meanwhile phoebe  krystal hope <unk>  has matured into a very highly adapted young girl  and the manner in which the oken marriage of the <unk> happens and the healing atmosphere of phoebe  and paul  lives coupled with the courage that has supported caroline gill  struggle to gain acceptance in the world for those born with down syndrome forms the conclusion of the film     the cast of well  known actors tries hard  but only emily watson is able to resurrect a credible character from this squishy script  jamie <unk> gives evidence of a young actor with much promise  dermot mulroney and gretchen find it difficult to mold empathetic characters form the corny lines they are given to deliver  the film is a mess  but the message about acceptance of down syndrome children and adults is an important one  grady harp <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> ," [OrderedDict([('fun stephen sondhemim songs', (0, 1.0))]), 1.0, 1.0, tensor(0.4507, device='cuda:0')] ",0.1781671941280365,0,1.0,1.0,1.0,0.4507,0.3364977836608887,0.1781671941280365
1458, electra glide in blue  is a slow moving b  flick in which blake plays a desert motorcycle cop who wants to be a homicide detective and becomes emoiled in a murder investigation  a mediocre film at best   eg in b  features some members of the band chicago  a whiff of action  some philosophizing  and lots and lots of boring dramatic filler  not worth the time  <pad> ," [OrderedDict([('pretty damn funny jotted', (0, 1.0))]), 1.0, 1.0, tensor(0.3860, device='cuda:0')] ",0.17776969075202942,0,1.0,1.0,1.0,0.386,0.9858235120773317,0.17776969075202942
2632,this movie probably is  the funniest i  ever seen  and it certainly does  have much redeeming value  in fact  it is really nothing more than a collection of vignettes tied together by a loose plot  however  this  make  it  up  as  i  go  along  attitude actually works to the film  advantage   tommy boy  succeeds as a comedy for the same reasons that the snl skits farley and spade starred in succeeded  their well  timed extemporaneous silliness and mayhem makes them humorous despite their <unk>  ," [OrderedDict([('great william cameron menzies', (1, 1.0))]), 0.0, 0.0, tensor(0.3698, device='cuda:0')] ",0.17665089666843414,1,1.0,0.0,0.0,0.3698,0.06253153830766678,-0.17665089666843414
9205,this belongs in their top tier  although there were others  such as micro  phonies and punch drunks  that were more deserving of oscar nominations than this one  but if nothing else  the recurring loudspeaker announcement    howard   fine   howard   followed by curly   woo woo woo woo   makes this a classic on two levels  first  it symbolizes all that the stooges represent  my daughter loves to repeat the announcement when she is in the middle of doing something silly  second  the absurdity of these three as physicians in a hospital  i imagine the terror i would feel if i were a real patient in a real hospital and heard this announcement over the loudspeaker  throughout this short  you hear that announcement and you know that something horrible is about to happen  and the loudspeaker voice stays with you for months afterward  ," [OrderedDict([('sci fi horror flick', (0, 1.0))]), 0.0, 0.0, tensor(0.2853, device='cuda:0')] ",0.1762063205242157,0,1.0,0.0,0.0,0.2853,0.01886311545968056,-0.1762063205242157
1840,normally for movie reviews  i try to be constructive and objective  but there is only one word for this  uh   film   sucks        the dialogue  acting  special effects  plot  set  and characters all seem as if they were made up by  well  my potted plants  do  see this  for the sake of all that is good and right in this world   <pad> ," [OrderedDict([('happy days laverne shirley', (0, 1.0))]), 1.0, 1.0, tensor(0.9862, device='cuda:0')] ",0.17507606744766235,0,1.0,1.0,1.0,0.9862,0.9494338631629944,0.17507606744766235
19622,before i forget  let me say the artwork in here is outstanding  from garbage cans to the huge cruise ship  the drawings are beautifully done  if this was  animated  critics would be <unk> the  direction  in here  because it  really   to the story  sylvester is picking through the garbage at the shipyards but the <unk>  are slim  while ooding at the dock next to a big ship  in a <unk> he spots tweety in his cage  tweety spots him  too  and you know his first comment  the same one he always makes when he spots the cat  anyway  sylvester runs over  opens the <unk> and says   hello  eakfast   tweety slams the <unk> window on his face and says   you bad old peeping tomcat   the cat falls into the   the <unk> sylvester quickly sneaks back aboard ship  <unk> into tweety  cabin  grabs him and is ready to leave when  wham   there   granny  at the door with her umella  sylvester takes a beating as the old lady protects her pet bird once again  but   <unk> gibbet   says granny   i  dropped my glasses  i ca  see a thing without   heavens to <unk>  where are those <unk>    now sylvester has the upper hand  and the normal cat  trying  to  catch  bird shenanigans are on again  like granny  glasses  sylvester  most clever act was to take her glasses and paint a picture of tweety on them  so when she woke up and put them on  she  see the bird and think it was   overall  a very entertaining animated short that was a lot of fun to watch  as you can tell by the quotes  i love the dialog in some of these old cartoons  ," [OrderedDict([('world war ii wassell', (0, 1.0))]), 0.0, 0.0, tensor(0.3224, device='cuda:0')] ",0.1746622920036316,0,1.0,0.0,0.0,0.3224,0.08711276948451996,-0.1746622920036316
